transaction_id,customer_id,transaction_date,source_system,order_or_invoice_id,gross_amount,fee_amount,net_amount,payment_status,transaction_type,category,payout_status
500565,1005,2025-10-28,NetSuite,943963,8381.42,203.67,8177.75,chargeback,adjustment,subscription,paid_out
500566,1011,2025-01-04,NetSuite,998991,2342.57,111.04,2231.53,paid,sale,service,paid_out
500567,1006,2025-10-11,Stripe,996974,2707.64,121.03,2586.61,paid,sale,product,paid_out
500568,1007,2025-05-15,Shopify,937707,1850.76,72.55,1778.21,paid,sale,subscription,paid_out
500569,1024,2025-03-03,NetSuite,962978,1152.96,40.12,1112.84,paid,sale,subscription,paid_out
500570,1005,2025-07-11,QuickBooks,941901,6470.82,241.36,6229.46,paid,sale,product,paid_out
500571,1009,2025-01-28,Shopify,969417,1727.02,56.3,1670.72,paid,sale,product,paid_out
500572,1016,2025-02-18,QuickBooks,939462,908.17,22.7,885.47,paid,sale,subscription,pending
500573,1006,2025-10-01,Shopify,944605,3110.21,298.27,2811.94,paid,sale,product,paid_out
500574,1012,2025-09-15,Stripe,968898,1495.01,38.42,1456.59,paid,sale,wholesale,pending
500575,1022,2025-08-24,PayPal,990577,1376.15,32.34,1343.81,paid,sale,service,paid_out
500576,1027,2025-03-30,Shopify,918659,1072.09,22.41,1049.68,paid,sale,product,pending
500577,1002,2025-02-10,PayPal,956524,6823.25,292.72,6530.53,paid,sale,subscription,paid_out
500578,1026,2025-08-29,Shopify,916225,200.41,5.53,194.88,paid,sale,product,paid_out
500579,1008,2025-12-10,PayPal,945591,2914.66,66.16,2848.5,refunded,refund,product,held
500580,1004,2025-09-16,PayPal,925106,8132.12,187.04,7945.08,paid,sale,subscription,paid_out
500581,1007,2025-02-20,Shopify,924264,4659.04,221.77,4437.27,paid,sale,service,paid_out
500582,1029,2025-07-14,QuickBooks,961066,552.96,19.57,533.39,paid,sale,service,paid_out
500583,1008,2025-10-13,NetSuite,996491,3749.61,84.37,3665.24,paid,sale,product,paid_out
500584,1005,2025-10-11,Stripe,962347,6665.54,329.94,6335.6,pending,sale,wholesale,held
500585,1012,2025-12-11,Shopify,952510,1362.58,45.1,1317.48,paid,sale,subscription,paid_out
500586,1004,2025-07-06,PayPal,955666,10010.34,302.31,9708.03,chargeback,adjustment,service,paid_out
500587,1001,2025-11-26,Stripe,967032,16084.64,493.8,15590.84,refunded,refund,subscription,partial
500588,1002,2025-05-09,Shopify,908942,7404.07,199.17,7204.9,paid,sale,wholesale,paid_out
500589,1002,2025-11-06,NetSuite,998514,12757.97,313.85,12444.12,paid,sale,product,paid_out
500590,1002,2025-05-31,NetSuite,,8958.84,310.87,8647.97,paid,sale,subscription,pending
500591,1002,2025-07-16,Shopify,986430,5993.38,273.3,5720.08,paid,sale,wholesale,paid_out
500592,1012,2025-08-09,NetSuite,986517,1105.2,45.87,1059.33,paid,sale,wholesale,paid_out
500593,1003,2025-10-15,QuickBooks,980863,10689.16,376.26,10312.9,paid,sale,service,partial
500594,1005,2025-02-01,NetSuite,903525,3253.32,69.62,3183.7,paid,sale,subscription,paid_out
500595,1024,2025-08-08,Stripe,984945,534.09,16.4,517.69,chargeback,sale,service,paid_out
500596,1008,2025-02-28,Stripe,974455,2019.17,41.59,1977.58,paid,sale,wholesale,pending
500597,1013,2025-10-29,QuickBooks,964010,600.06,17.7,582.36,paid,sale,wholesale,paid_out
500598,1003,2025-09-15,Stripe,926444,10303.11,412.12,9890.99,paid,sale,product,partial
500599,1003,2025-05-28,PayPal,912053,5386.4,155.67,5230.73,paid,sale,service,paid_out
500600,1001,2025-05-20,QuickBooks,985398,3605.43,158.64,3446.79,paid,sale,wholesale,pending
500601,1003,2025-12-06,Shopify,971770,11003.34,286.09,10737.58,paid,sale,wholesale,paid_out
500602,1004,2025-04-20,PayPal,980533,8947.26,399.94,8547.32,paid,sale,subscription,paid_out
500603,1003,2025-09-25,Stripe,957067,4805.83,162.92,4642.91,paid,sale,product,paid_out
500604,1002,2025-07-31,Shopify,931258,4592.05,131.33,4460.72,paid,sale,service,paid_out
500605,1002,2025-08-26,QuickBooks,935744,7368.44,366.21,7002.23,refunded,refund,product,paid_out
500606,1007,2025-11-26,Stripe,911000,6070.88,296.87,5774.01,paid,sale,wholesale,pending
500607,1003,2025-07-06,Stripe,930938,7688.29,358.27,7330.02,paid,sale,service,pending
500608,1005,2025-09-12,Shopify,976588,10961.08,297.05,10664.03,paid,sale,wholesale,paid_out
500609,1009,2025-04-22,Stripe,977264,1149.25,29.08,1120.17,paid,sale,service,paid_out
500610,1013,2025-10-07,QuickBooks,947578,2407.02,97.48,2309.54,pending,sale,subscription,held
500611,1001,2025-11-27,QuickBooks,990529,16381.75,625.78,15755.97,refunded,sale,wholesale,held
500612,1017,2025-06-08,NetSuite,930983,822.33,33.72,788.61,paid,sale,service,paid_out
500613,1012,2025-06-04,NetSuite,957520,770.21,34.43,735.78,paid,sale,subscription,held
500614,1002,2025-05-21,Stripe,943610,10798.0,482.67,10315.33,paid,sale,product,paid_out
500615,1022,2025-12-24,Stripe,942830,573.9,12.63,561.27,paid,sale,product,paid_out
500616,1025,2025-11-19,Shopify,914526,950.63,76.05,874.58,paid,sale,wholesale,paid_out
500617,1001,2025-06-13,NetSuite,942936,6003.9,277.38,5726.52,paid,sale,service,paid_out
500618,1004,2025-04-04,Shopify,903010,6541.45,204.75,6336.7,paid,sale,subscription,paid_out
500619,1018,2025-08-25,Shopify,934099,317.44,13.02,304.42,paid,sale,subscription,paid_out
500620,1015,2025-01-08,QuickBooks,915533,3733.63,123.58,3610.05,paid,sale,service,paid_out
500621,1003,2025-09-11,NetSuite,995251,6438.66,211.83,6226.83,paid,sale,product,pending
500622,1003,2025-01-15,NetSuite,989688,5611.74,156.57,5455.17,refunded,refund,product,paid_out
500623,1005,2025-06-15,Stripe,978275,10004.15,319.13,9685.02,paid,sale,subscription,paid_out
500624,1008,2025-06-20,Stripe,978411,3986.32,135.93,3850.39,paid,sale,service,paid_out
500625,1012,2025-09-16,Shopify,973342,3288.46,95.69,3192.77,paid,sale,wholesale,partial
500626,1005,2025-06-23,NetSuite,915314,9265.91,222.38,9043.53,paid,sale,service,paid_out
500627,1008,2025-07-04,Shopify,934571,3967.86,113.08,3854.78,paid,sale,service,paid_out
500628,1015,2025-09-09,Shopify,906975,3936.54,96.45,3840.09,paid,sale,subscription,pending
500629,1001,2025-08-29,PayPal,905346,5342.02,220.09,5121.93,chargeback,adjustment,wholesale,held
500630,1004,2025-08-23,PayPal,937239,7436.9,337.64,7099.26,paid,sale,service,paid_out
500631,1014,2025-10-16,Shopify,974814,4509.03,169.54,4339.49,chargeback,adjustment,wholesale,paid_out
500632,1024,2025-12-13,QuickBooks,948963,229.74,6.87,222.87,chargeback,adjustment,product,paid_out
500633,1009,2025-01-15,Stripe,977883,864.78,38.83,825.95,paid,sale,wholesale,partial
500634,1009,2025-06-16,Stripe,906380,4048.88,202.44,3846.44,paid,sale,subscription,paid_out
500635,1002,2025-10-08,Shopify,952286,11567.1,363.21,11203.89,paid,sale,wholesale,partial
500636,1007,2025-07-26,PayPal,956670,1514.88,64.53,1450.35,paid,sale,product,paid_out
500637,1009,2025-07-03,Stripe,962447,2970.62,133.68,2836.94,paid,sale,wholesale,held
500638,1004,2025-07-08,Shopify,960755,7246.09,239.12,7006.97,paid,sale,wholesale,paid_out
500639,1004,2025-09-27,QuickBooks,962601,8666.04,309.38,8356.66,paid,sale,product,held
500640,1005,2025-09-25,PayPal,966932,6849.59,254.12,6595.47,refunded,refund,service,paid_out
500641,1001,2025-07-01,Stripe,923534,4499.68,101.24,4398.44,paid,sale,subscription,paid_out
500642,1005,2025-08-02,Shopify,981764,10890.8,314.74,10576.06,paid,sale,product,paid_out
500643,1003,2025-04-05,Shopify,,3703.98,183.35,3520.63,paid,sale,wholesale,paid_out
500644,1005,2025-08-24,NetSuite,981067,9226.26,425.33,8800.93,paid,sale,service,paid_out
500645,1002,2025-02-14,Shopify,903514,4125.81,84.17,4041.64,paid,sale,wholesale,partial
500646,1023,2025-11-17,Shopify,955296,1807.16,65.42,1741.74,paid,sale,wholesale,paid_out
500647,1011,2025-09-06,NetSuite,951345,2621.7,120.07,2514.67,paid,sale,wholesale,paid_out
500648,1013,2025-09-11,NetSuite,963714,3816.85,144.66,3672.19,paid,sale,product,paid_out
500649,1017,2025-02-01,PayPal,954675,804.26,26.3,777.96,paid,sale,service,held
500650,1008,2025-08-18,QuickBooks,930422,3638.81,74.96,3563.85,paid,sale,wholesale,paid_out
500651,1002,2025-03-09,Shopify,985524,10948.56,456.55,10492.01,paid,sale,product,held
500652,1009,2025-05-25,NetSuite,964511,3608.14,81.54,3526.6,paid,sale,service,paid_out
500653,1011,2025-05-01,NetSuite,965991,1442.45,164.44,1278.01,paid,sale,subscription,paid_out
500654,1015,2025-11-13,Shopify,906117,2128.15,78.53,2049.62,chargeback,adjustment,subscription,pending
500655,1007,2025-12-28,Stripe,913879,1017.66,49.25,968.41,refunded,refund,subscription,paid_out
500656,1002,2025-09-17,NetSuite,938289,3948.7,153.6,3795.1,refunded,refund,subscription,paid_out
500657,1004,2025-03-20,NetSuite,954493,8823.84,264.72,8592.6,paid,sale,service,paid_out
500658,1005,2025-05-27,PayPal,987162,7545.2,170.52,7374.68,paid,sale,wholesale,paid_out
500659,1012,2025-04-27,Stripe,967653,1120.97,36.88,1084.09,pending,sale,wholesale,partial
500660,1010,2025-03-16,Stripe,952645,3965.68,164.58,3801.1,paid,sale,wholesale,paid_out
500661,1005,2025-01-19,QuickBooks,993502,8941.59,350.51,8591.08,paid,sale,wholesale,paid_out
500662,1030,2025-07-25,PayPal,,1131.8,46.4,1085.4,paid,sale,product,paid_out
500663,1011,2025-12-25,NetSuite,957952,3244.81,127.52,3117.29,paid,sale,product,paid_out
500664,1004,2025-06-04,Stripe,968219,3194.75,115.33,3079.42,paid,sale,service,pending
500665,1002,2025-09-24,Stripe,939838,6066.38,694.6,5371.78,paid,sale,subscription,paid_out
500666,1002,2025-07-10,NetSuite,958816,4537.14,159.71,4377.43,paid,sale,service,held
500667,1004,2025-05-01,QuickBooks,969899,10248.49,509.35,9739.14,pending,sale,service,paid_out
500668,1003,2025-12-08,Shopify,932457,14088.34,583.26,13505.08,paid,sale,service,paid_out
500669,1003,2025-08-21,QuickBooks,917047,3881.89,160.32,3721.57,paid,sale,wholesale,paid_out
500670,1004,2025-10-29,NetSuite,957682,8030.72,348.53,7682.19,paid,sale,product,paid_out
500671,1003,2025-03-15,NetSuite,969355,7552.07,260.55,7291.52,refunded,refund,subscription,paid_out
500672,1024,2025-03-22,PayPal,915842,1417.5,44.08,1373.42,paid,sale,product,paid_out
500673,1002,2025-03-02,QuickBooks,918630,6343.21,315.26,6027.95,paid,sale,service,pending
500674,1009,2025-04-21,QuickBooks,963068,1323.85,128.94,1194.91,paid,sale,wholesale,paid_out
500675,1006,2025-09-01,QuickBooks,999834,4255.07,191.48,4063.59,paid,sale,subscription,paid_out
500676,1029,2025-11-16,Stripe,987876,1407.2,45.45,1361.75,paid,sale,product,paid_out
500677,1002,2025-12-29,PayPal,984399,4512.53,175.54,4336.99,paid,sale,subscription,paid_out
500678,1006,2025-10-19,Shopify,969711,2847.89,121.04,2755.53,paid,sale,wholesale,paid_out
500679,1029,2025-02-13,Stripe,903049,1215.21,46.42,1168.79,paid,sale,service,pending
500680,1022,2025-07-15,NetSuite,933496,343.69,8.04,335.65,paid,sale,product,paid_out
500681,1019,2025-01-31,Stripe,954109,931.35,67.9,863.45,paid,sale,subscription,paid_out
500682,1004,2025-04-14,PayPal,915083,5156.61,195.44,4961.17,paid,sale,wholesale,paid_out
500683,1003,2025-02-03,PayPal,976830,7357.54,236.91,7120.63,pending,sale,product,paid_out
500684,1013,2025-06-05,Shopify,918660,2598.54,86.79,2511.75,paid,sale,wholesale,pending
500685,1026,2025-10-12,NetSuite,,691.32,13.83,677.49,paid,sale,service,paid_out
500686,1010,2025-11-03,PayPal,966889,2280.6,92.14,2188.46,paid,sale,subscription,paid_out
500687,1010,2025-06-03,QuickBooks,956618,768.16,31.49,736.67,paid,sale,service,partial
500688,1004,2025-11-22,QuickBooks,944778,7493.14,319.21,7173.93,paid,sale,subscription,partial
500689,1016,2025-12-21,NetSuite,922745,311.14,14.84,296.3,paid,sale,wholesale,paid_out
500690,1003,2025-10-03,NetSuite,988029,3730.34,172.71,3557.63,paid,sale,service,held
500691,1005,2025-07-18,Stripe,925295,3905.48,167.94,3737.54,paid,sale,service,paid_out
500692,1007,2025-12-15,QuickBooks,994084,6504.81,199.7,6305.11,paid,sale,subscription,paid_out
500693,1009,2025-05-24,PayPal,983681,2717.77,111.7,2606.07,paid,sale,wholesale,partial
500694,1004,2025-03-29,Shopify,908566,7966.07,317.05,7649.02,paid,sale,service,paid_out
500695,1002,2025-10-19,PayPal,903030,10699.31,496.45,10202.86,paid,sale,service,pending
500696,1011,2025-12-15,NetSuite,906797,4228.73,142.09,4086.64,paid,sale,service,held
500697,1004,2025-03-04,PayPal,929431,9121.56,310.13,8811.43,paid,sale,wholesale,held
500698,1011,2025-06-11,Stripe,996658,444.73,11.47,433.26,paid,sale,product,paid_out
500699,1003,2025-04-11,QuickBooks,903148,4480.33,131.27,4349.06,paid,sale,service,paid_out
500700,1008,2025-05-07,PayPal,931030,985.28,26.8,958.48,paid,sale,wholesale,paid_out
500701,1009,2025-02-18,Shopify,941062,3314.07,123.95,3190.12,paid,sale,subscription,paid_out
500702,1001,2025-08-15,Stripe,906842,3493.1,133.79,3359.31,paid,sale,wholesale,paid_out
500703,1005,2025-04-30,QuickBooks,956112,10781.24,470.06,10311.18,paid,sale,subscription,paid_out
500704,1002,2025-08-21,PayPal,977710,7654.92,287.82,7367.1,paid,sale,product,paid_out
500705,1001,2025-11-23,QuickBooks,918045,10612.11,325.79,10286.32,paid,sale,wholesale,paid_out
500706,1030,2025-09-20,QuickBooks,919321,1440.62,61.37,1379.25,pending,sale,service,paid_out
500707,1005,2025-01-05,Shopify,973328,7659.13,304.07,7355.06,paid,sale,product,pending
500708,1018,2025-11-24,PayPal,961263,1911.05,83.32,1827.73,paid,sale,service,paid_out
500709,1004,2025-11-12,Shopify,965002,7975.36,238.46,7709.2,pending,sale,wholesale,held
500710,1013,2025-11-16,Stripe,949271,2042.77,70.27,1972.5,paid,sale,service,pending
500711,1015,2025-01-06,Stripe,976767,831.79,17.38,814.41,paid,sale,product,paid_out
500712,1011,2025-04-12,Stripe,932239,1778.45,47.31,1765.43,paid,sale,subscription,pending
500713,1008,2025-12-13,Shopify,959795,1564.63,61.96,1502.67,refunded,sale,wholesale,paid_out
500714,1006,2025-12-31,NetSuite,949570,1111.88,27.02,1084.86,paid,sale,product,paid_out
500715,1005,2025-01-24,Shopify,932397,9867.74,371.03,9496.71,paid,sale,wholesale,paid_out
500716,1026,2025-04-18,PayPal,950871,1097.77,47.75,1050.02,paid,sale,service,paid_out
500717,1019,2025-09-13,PayPal,964853,790.37,20.08,770.29,paid,sale,subscription,paid_out
500718,1028,2025-04-17,QuickBooks,949425,348.8,9.1,339.7,paid,sale,service,paid_out
500719,1002,2025-10-09,NetSuite,905392,3762.83,159.92,3602.91,paid,sale,wholesale,paid_out
500720,1015,2025-08-28,QuickBooks,957892,2446.28,75.83,2370.45,paid,sale,subscription,paid_out
500721,1026,2025-05-31,PayPal,912898,1267.84,44.88,1222.96,paid,sale,product,held
500722,1003,2025-06-20,Shopify,935974,4054.34,121.22,3933.12,paid,sale,service,paid_out
500723,1001,2025-01-05,Shopify,976015,9930.68,283.02,9663.07,chargeback,adjustment,wholesale,held
500724,1015,2025-04-27,QuickBooks,999302,1521.17,64.65,1456.52,paid,sale,subscription,pending
500725,1010,2025-06-10,Shopify,973196,3660.19,120.42,3539.77,paid,sale,service,paid_out
500726,1020,2025-01-05,PayPal,998648,762.21,30.34,731.87,paid,sale,service,paid_out
500727,1002,2025-06-16,PayPal,943286,7040.21,260.49,6779.72,paid,sale,wholesale,partial
500728,1017,2025-07-15,QuickBooks,974647,277.27,8.79,268.48,paid,sale,subscription,paid_out
500729,1003,2025-03-29,NetSuite,924470,3938.82,144.16,3794.66,paid,sale,service,paid_out
500730,1003,2025-04-16,NetSuite,922521,5097.35,202.87,4894.48,paid,sale,product,paid_out
500731,1003,2025-02-26,NetSuite,927063,4162.24,135.69,4026.55,paid,sale,wholesale,held
500732,1018,2025-03-23,NetSuite,936102,915.47,44.13,871.34,paid,sale,subscription,paid_out
500733,1013,2025-07-24,QuickBooks,960646,2738.55,75.04,2663.51,paid,sale,wholesale,paid_out
500734,1009,2025-06-27,PayPal,922954,3103.71,128.18,2975.53,paid,sale,wholesale,pending
500735,1005,2025-08-23,QuickBooks,905723,6461.98,257.19,6204.79,paid,sale,service,paid_out
500736,1023,2025-12-08,Stripe,999858,1927.15,78.82,1848.33,paid,sale,subscription,paid_out
500737,1006,2025-09-16,NetSuite,960577,3949.43,117.69,3831.74,paid,sale,wholesale,paid_out
500738,1019,2025-06-25,NetSuite,917888,956.49,43.71,912.78,paid,sale,wholesale,paid_out
500739,1007,2025-02-04,Stripe,936587,871.47,34.6,836.87,paid,sale,subscription,paid_out
500740,1005,2025-04-01,Shopify,988785,5647.3,203.3,5444.0,paid,sale,product,paid_out
500741,1008,2025-01-18,Stripe,968534,4517.09,162.62,4354.47,paid,sale,wholesale,paid_out
500742,1004,2025-12-20,Stripe,949105,8084.89,878.02,7206.87,paid,sale,wholesale,held
500743,1015,2025-01-15,Shopify,912661,4951.81,149.05,4802.76,paid,sale,product,paid_out
500744,1009,2025-01-23,NetSuite,927147,2370.56,55.0,2315.56,paid,sale,subscription,paid_out
500745,1004,2025-04-29,QuickBooks,951011,4924.02,151.17,4772.85,paid,sale,service,paid_out
500746,1024,2025-01-23,PayPal,913344,124.31,3.31,121.0,paid,sale,product,partial
500747,1005,2025-05-09,QuickBooks,990927,11631.31,441.99,11189.32,paid,sale,wholesale,paid_out
500748,1010,2025-02-04,Stripe,930464,2007.97,76.91,1931.06,paid,sale,product,paid_out
500749,1024,2025-01-11,NetSuite,981233,934.11,43.81,890.3,paid,sale,service,paid_out
500750,1012,2025-04-14,QuickBooks,958160,1182.52,30.86,1151.66,refunded,refund,service,paid_out
500751,1002,2025-11-26,QuickBooks,998376,14115.83,299.26,13816.57,paid,sale,service,pending
500752,1027,2025-05-05,NetSuite,991262,328.58,7.1,321.48,chargeback,adjustment,service,pending
500753,1012,2025-04-04,Shopify,983147,2490.62,50.31,2440.31,paid,sale,subscription,paid_out
500754,1005,2025-03-30,Shopify,995025,8333.68,374.18,7959.5,paid,sale,product,paid_out
500755,1002,2025-08-06,QuickBooks,935633,4587.92,126.17,4461.75,paid,sale,wholesale,paid_out
500756,1017,2025-07-13,Stripe,,231.59,7.69,223.9,paid,sale,service,paid_out
500757,1012,2025-11-01,Stripe,937122,4084.35,149.49,3934.86,paid,sale,service,paid_out
500758,1009,2025-03-11,NetSuite,995730,3716.89,96.27,3620.62,paid,sale,wholesale,pending
500759,1024,2025-07-11,Shopify,916315,502.74,14.68,488.06,paid,sale,wholesale,held
500760,1017,2025-05-11,NetSuite,948258,1162.62,49.41,1113.21,paid,sale,product,paid_out
500761,1002,2025-05-05,NetSuite,987251,7299.53,347.46,6952.07,paid,sale,product,paid_out
500762,1005,2025-05-11,NetSuite,912098,5226.73,195.48,5031.25,paid,sale,subscription,paid_out
500763,1004,2025-09-23,NetSuite,965620,11189.54,518.08,10671.46,paid,sale,service,paid_out
500764,1015,2025-07-30,Shopify,945140,3303.17,157.56,3145.61,paid,sale,wholesale,paid_out
500765,1001,2025-12-24,QuickBooks,991267,8082.06,400.87,7681.19,paid,sale,wholesale,paid_out
500766,1010,2025-03-29,Shopify,914449,1293.81,33.12,1260.69,paid,sale,product,paid_out
500767,1015,2025-01-31,Shopify,957767,3874.62,171.65,3702.97,chargeback,adjustment,subscription,pending
500768,1022,2025-05-31,Stripe,963595,151.42,3.59,147.83,paid,sale,service,paid_out
500769,1005,2025-01-04,QuickBooks,949239,8987.9,392.77,8595.13,paid,sale,wholesale,pending
500770,1019,2025-08-31,NetSuite,941317,1141.44,43.49,1097.95,paid,sale,wholesale,paid_out
500771,1002,2025-11-09,Shopify,991528,4921.24,151.08,4770.16,paid,sale,subscription,paid_out
500772,1021,2025-11-05,NetSuite,959233,288.78,10.37,278.41,paid,sale,wholesale,paid_out
500773,1002,2025-12-05,QuickBooks,947212,6567.98,325.77,6242.21,paid,sale,wholesale,paid_out
500774,1006,2025-04-30,Stripe,962406,3230.43,103.37,3127.06,paid,sale,wholesale,paid_out
500775,1017,2025-05-31,Stripe,993934,920.58,38.11,882.47,pending,sale,service,pending
500776,1002,2025-12-11,Shopify,963198,16753.44,830.97,15922.47,pending,sale,product,partial
500777,1003,2025-12-04,Shopify,942795,13018.85,302.04,12716.81,paid,sale,service,held
500778,1014,2025-12-07,QuickBooks,995081,3700.7,173.56,3527.14,paid,sale,product,paid_out
500779,1014,2025-10-22,PayPal,996469,3948.52,150.04,3798.48,paid,sale,wholesale,paid_out
500780,1012,2025-04-30,QuickBooks,924662,1505.98,35.39,1470.59,paid,sale,product,paid_out
500781,1014,2025-06-10,Shopify,955535,4074.31,297.83,3776.48,paid,sale,product,pending
500782,1010,2025-02-24,PayPal,928692,2278.91,82.27,2196.64,paid,sale,service,held
500783,1004,2025-03-16,PayPal,965847,9723.54,442.42,9281.12,paid,sale,wholesale,paid_out
500784,1005,2025-11-20,Shopify,943665,14641.46,510.99,14130.47,paid,sale,subscription,partial
500785,1003,2025-04-02,QuickBooks,920865,10711.01,447.72,10263.29,paid,sale,wholesale,held
500786,1025,2025-12-14,PayPal,937010,1012.62,30.78,981.84,paid,sale,wholesale,paid_out
500787,1011,2025-02-19,PayPal,993007,1089.05,46.39,1042.66,paid,sale,product,pending
500788,1006,2025-08-15,PayPal,996379,3631.8,104.23,3527.57,paid,sale,subscription,paid_out
500789,1008,2025-12-14,NetSuite,922049,5648.65,258.71,5389.94,chargeback,adjustment,product,paid_out
500790,1027,2025-01-27,Shopify,994706,198.09,7.03,191.06,paid,sale,wholesale,paid_out
500791,1002,2025-09-08,NetSuite,987914,5724.21,216.95,5507.26,paid,sale,service,paid_out
500792,1011,2025-11-20,PayPal,987659,4815.13,149.27,4665.86,paid,sale,wholesale,paid_out
500793,1009,2025-05-21,Stripe,992109,3621.77,82.58,3539.19,paid,sale,service,partial
500794,1011,2025-02-02,PayPal,951615,3711.96,170.38,3541.58,paid,sale,wholesale,paid_out
500795,1001,2025-02-02,Stripe,998695,7670.11,287.63,7382.48,paid,sale,product,paid_out
500796,1022,2025-11-03,PayPal,975377,1470.62,29.71,1440.91,paid,sale,service,paid_out
500797,1026,2025-01-18,PayPal,,149.8,3.55,146.25,refunded,refund,service,paid_out
500798,1010,2025-12-04,Stripe,946152,4064.85,98.37,3966.48,paid,sale,subscription,held
500799,1014,2025-05-02,Shopify,972361,665.3,16.17,649.13,paid,sale,wholesale,paid_out
500800,1025,2025-02-08,Shopify,933315,836.03,23.24,812.79,paid,sale,product,paid_out
500801,1014,2025-02-06,PayPal,973877,3333.06,93.66,3239.4,paid,sale,product,paid_out
500802,1002,2025-08-03,Stripe,932440,10394.11,306.63,10087.48,paid,sale,wholesale,partial
500803,1010,2025-02-03,Shopify,929591,1982.11,44.99,1937.12,paid,sale,wholesale,paid_out
500804,1011,2025-02-23,PayPal,964175,4022.3,95.33,3926.97,pending,sale,service,paid_out
500805,1007,2025-10-10,PayPal,923681,1719.74,39.55,1680.19,paid,sale,wholesale,paid_out
500806,1015,2025-09-02,Stripe,918700,3165.4,88.0,3077.4,paid,sale,service,paid_out
500807,1026,2025-12-29,QuickBooks,946399,1640.6,66.12,1574.48,paid,sale,wholesale,paid_out
500808,1026,2025-09-24,Stripe,940063,1413.97,65.61,1348.36,paid,sale,subscription,pending
500809,1007,2025-02-09,Stripe,972634,3784.79,182.81,3601.98,paid,sale,wholesale,paid_out
500810,1002,2025-12-13,PayPal,969783,10609.4,444.53,10164.87,paid,sale,product,partial
500811,1030,2025-01-04,NetSuite,969220,1078.39,44.32,1034.07,paid,sale,product,paid_out
500812,1020,2025-12-12,NetSuite,917474,1955.83,83.91,1871.92,paid,sale,wholesale,paid_out
500813,1002,2025-07-14,QuickBooks,915448,3854.2,189.24,3664.96,paid,sale,product,pending
500814,1025,2025-01-02,NetSuite,984275,1113.59,41.31,1072.28,paid,sale,wholesale,held
500815,1022,2025-01-30,Stripe,994690,549.72,21.16,528.56,paid,sale,wholesale,paid_out
500816,1009,2025-09-09,Shopify,900905,1388.95,49.86,1339.09,paid,sale,wholesale,held
500817,1011,2025-07-22,Shopify,957484,1856.73,57.37,1799.36,paid,sale,service,paid_out
500818,1006,2025-08-11,Stripe,917521,526.15,24.47,501.68,paid,sale,product,paid_out
500819,1001,2025-12-08,Shopify,972105,6707.3,230.73,6476.57,paid,sale,service,paid_out
500820,1005,2025-07-24,QuickBooks,914139,6389.22,304.77,6084.45,paid,sale,subscription,paid_out
500821,1018,2025-12-17,Stripe,956928,523.38,21.09,502.29,chargeback,adjustment,wholesale,paid_out
500822,1001,2025-05-07,NetSuite,934541,8558.52,358.6,8199.92,paid,sale,product,paid_out
500823,1005,2025-08-31,Stripe,977489,9358.15,414.57,8943.58,paid,sale,product,paid_out
500824,1006,2025-07-25,PayPal,911919,571.75,28.42,543.33,paid,sale,service,paid_out
500825,1009,2025-12-25,QuickBooks,984393,4689.85,126.16,4563.69,paid,sale,service,paid_out
500826,1025,2025-06-29,NetSuite,986563,913.4,25.03,888.37,paid,sale,service,paid_out
500827,1005,2025-11-07,Shopify,912699,5469.6,139.47,5330.13,paid,sale,service,paid_out
500828,1005,2025-07-04,Stripe,985229,8220.88,253.2,7967.68,paid,sale,subscription,paid_out
500829,1015,2025-03-08,Stripe,924960,3333.01,126.99,3206.02,refunded,refund,subscription,held
500830,1007,2025-10-07,PayPal,920142,3285.55,95.28,3190.27,paid,sale,service,paid_out
500831,1003,2025-10-14,PayPal,908874,11776.14,551.12,11225.02,paid,sale,subscription,held
500832,1007,2025-03-27,NetSuite,990938,3196.19,130.72,3065.47,paid,sale,subscription,paid_out
500833,1002,2025-03-26,Shopify,927122,6939.7,244.97,6694.73,paid,sale,subscription,paid_out
500834,1003,2025-09-20,Shopify,992832,7098.97,292.48,6806.49,paid,sale,subscription,paid_out
500835,1008,2025-10-01,Shopify,935446,1571.98,33.33,1538.65,pending,sale,product,held
500836,1006,2025-10-01,Shopify,992466,1022.83,40.4,982.43,chargeback,adjustment,wholesale,paid_out
500837,1025,2025-11-10,Stripe,995745,643.96,31.94,612.02,paid,sale,subscription,paid_out
500838,1005,2025-12-19,PayPal,957958,9012.96,356.91,8656.05,paid,sale,wholesale,paid_out
500839,1011,2025-03-21,Shopify,965006,2507.25,105.05,2402.2,paid,sale,product,paid_out
500840,1012,2025-10-19,Shopify,923295,2707.33,113.44,2593.89,paid,sale,subscription,paid_out
500841,1001,2025-03-15,Stripe,969045,3648.44,99.97,3548.47,chargeback,adjustment,subscription,paid_out
500842,1013,2025-07-13,PayPal,910957,1893.76,211.15,1682.61,refunded,refund,subscription,paid_out
500843,1003,2025-01-05,NetSuite,926518,11618.56,269.55,11349.01,paid,sale,product,paid_out
500844,1028,2025-06-07,PayPal,916131,437.19,10.75,426.44,paid,sale,service,paid_out
500845,1002,2025-02-22,QuickBooks,955985,7603.88,342.93,7260.95,refunded,refund,product,paid_out
500846,1006,2025-12-17,QuickBooks,914435,3123.89,145.26,2978.63,paid,sale,service,paid_out
500847,1002,2025-02-09,QuickBooks,979233,8541.27,201.57,8339.7,refunded,refund,product,held
